Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011484 | lrm: 1.00 | dt: 12942ms | tok/sec: 20,255 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00513 (69.4%) | loss: 3.240703 | lrm: 0.61 | dt: 416ms | tok/sec: 629,959 | mfu: 15.2% | epoch: 1 | remaining: 91s    
step 00514 (69.6%) | loss: 3.238113 | lrm: 0.61 | dt: 416ms | tok/sec: 629,770 | mfu: 15.2% | epoch: 1 | remaining: 91s    
step 00515 (69.7%) | loss: 3.244156 | lrm: 0.61 | dt: 415ms | tok/sec: 631,539 | mfu: 15.3% | epoch: 1 | remaining: 90s    
step 00516 (69.9%) | loss: 3.246097 | lrm: 0.60 | dt: 416ms | tok/sec: 629,850 | mfu: 15.2% | epoch: 1 | remaining: 90s    
step 00517 (70.0%) | loss: 3.243956 | lrm: 0.60 | dt: 415ms | tok/sec: 632,303 | mfu: 15.3% | epoch: 1 | remaining: 90s    
step 00518 (70.1%) | loss: 3.243533 | lrm: 0.60 | dt: 415ms | tok/sec: 630,945 | mfu: 15.2% | epoch: 1 | remaining: 89s    
step 00519 (70.3%) | loss: 3.245759 | lrm: 0.59 | dt: 416ms | tok/sec: 630,775 | mfu: 15.2% | epoch: 1 | remaining: 89s    
step 00520 (70.4%) | loss: 3.246472 | lrm: 0.59 | dt: 415ms | tok/sec: 632,159 | mfu: 15.3% | epoch: 1 | remaining: 88s    
step 00521 (70.6%) | loss: 3.246812 | lrm: 0.59 | dt: 416ms | tok/sec: 630,066 | mfu: 15.2% | epoch: 1 | remaining: 88s    
step 00522 (70.7%) | loss: 3.245887 | lrm: 0.59 | dt: 415ms | tok/sec: 632,405 | mfu: 15.3% | epoch: 1 | remaining: 88s    
step 00523 (70.8%) | loss: 3.239168 | lrm: 0.58 | dt: 416ms | tok/sec: 630,349 | mfu: 15.2% | epoch: 1 | remaining: 87s    
step 00524 (71.0%) | loss: 3.235812 | lrm: 0.58 | dt: 415ms | tok/sec: 631,899 | mfu: 15.3% | epoch: 1 | remaining: 87s    
step 00525 (71.1%) | loss: 3.228749 | lrm: 0.58 | dt: 416ms | tok/sec: 630,068 | mfu: 15.2% | epoch: 1 | remaining: 86s    
step 00526 (71.2%) | loss: 3.227801 | lrm: 0.58 | dt: 415ms | tok/sec: 631,288 | mfu: 15.3% | epoch: 1 | remaining: 86s    
step 00527 (71.4%) | loss: 3.232491 | lrm: 0.57 | dt: 415ms | tok/sec: 631,387 | mfu: 15.3% | epoch: 1 | remaining: 85s    
step 00528 (71.5%) | loss: 3.229962 | lrm: 0.57 | dt: 415ms | tok/sec: 631,678 | mfu: 15.3% | epoch: 1 | remaining: 85s    
step 00529 (71.7%) | loss: 3.233630 | lrm: 0.57 | dt: 415ms | tok/sec: 631,424 | mfu: 15.3% | epoch: 1 | remaining: 85s    
step 00530 (71.8%) | loss: 3.230342 | lrm: 0.56 | dt: 416ms | tok/sec: 630,267 | mfu: 15.2% | epoch: 1 | remaining: 84s    
step 00531 (71.9%) | loss: 3.221686 | lrm: 0.56 | dt: 415ms | tok/sec: 631,599 | mfu: 15.3% | epoch: 1 | remaining: 84s    
step 00532 (72.1%) | loss: 3.217824 | lrm: 0.56 | dt: 416ms | tok/sec: 629,918 | mfu: 15.2% | epoch: 1 | remaining: 83s    
step 00533 (72.2%) | loss: 3.218287 | lrm: 0.56 | dt: 416ms | tok/sec: 630,257 | mfu: 15.2% | epoch: 1 | remaining: 83s    
step 00534 (72.4%) | loss: 3.220230 | lrm: 0.55 | dt: 415ms | tok/sec: 631,005 | mfu: 15.2% | epoch: 1 | remaining: 83s    
step 00535 (72.5%) | loss: 3.219114 | lrm: 0.55 | dt: 417ms | tok/sec: 629,177 | mfu: 15.2% | epoch: 1 | remaining: 82s    
step 00536 (72.6%) | loss: 3.214044 | lrm: 0.55 | dt: 415ms | tok/sec: 632,176 | mfu: 15.3% | epoch: 1 | remaining: 82s    
step 00537 (72.8%) | loss: 3.218472 | lrm: 0.54 | dt: 415ms | tok/sec: 631,260 | mfu: 15.3% | epoch: 1 | remaining: 81s    
step 00538 (72.9%) | loss: 3.217901 | lrm: 0.54 | dt: 415ms | tok/sec: 632,144 | mfu: 15.3% | epoch: 1 | remaining: 81s    
step 00539 (73.0%) | loss: 3.218984 | lrm: 0.54 | dt: 416ms | tok/sec: 630,537 | mfu: 15.2% | epoch: 1 | remaining: 80s    
step 00540 (73.2%) | loss: 3.218052 | lrm: 0.54 | dt: 415ms | tok/sec: 631,393 | mfu: 15.3% | epoch: 1 | remaining: 80s    
step 00541 (73.3%) | loss: 3.218750 | lrm: 0.53 | dt: 415ms | tok/sec: 631,370 | mfu: 15.3% | epoch: 1 | remaining: 80s    
step 00542 (73.5%) | loss: 3.219690 | lrm: 0.53 | dt: 416ms | tok/sec: 630,146 | mfu: 15.2% | epoch: 1 | remaining: 79s    
step 00543 (73.6%) | loss: 3.217056 | lrm: 0.53 | dt: 415ms | tok/sec: 631,295 | mfu: 15.3% | epoch: 1 | remaining: 79s    
step 00544 (73.7%) | loss: 3.217593 | lrm: 0.53 | dt: 416ms | tok/sec: 629,947 | mfu: 15.2% | epoch: 1 | remaining: 78s    
step 00545 (73.9%) | loss: 3.213946 | lrm: 0.52 | dt: 415ms | tok/sec: 631,138 | mfu: 15.2% | epoch: 1 | remaining: 78s    
step 00546 (74.0%) | loss: 3.209036 | lrm: 0.52 | dt: 415ms | tok/sec: 631,182 | mfu: 15.3% | epoch: 1 | remaining: 78s    
step 00547 (74.2%) | loss: 3.204666 | lrm: 0.52 | dt: 417ms | tok/sec: 629,119 | mfu: 15.2% | epoch: 1 | remaining: 77s    
step 00548 (74.3%) | loss: 3.205176 | lrm: 0.51 | dt: 415ms | tok/sec: 631,368 | mfu: 15.3% | epoch: 1 | remaining: 77s    
step 00549 (74.4%) | loss: 3.207827 | lrm: 0.51 | dt: 417ms | tok/sec: 629,289 | mfu: 15.2% | epoch: 1 | remaining: 76s    
step 00550 (74.6%) | loss: 3.203158 | lrm: 0.51 | dt: 415ms | tok/sec: 631,957 | mfu: 15.3% | epoch: 1 | remaining: 76s    
step 00551 (74.7%) | loss: 3.198222 | lrm: 0.51 | dt: 416ms | tok/sec: 630,494 | mfu: 15.2% | epoch: 1 | remaining: 75s    
step 00552 (74.8%) | loss: 3.204454 | lrm: 0.50 | dt: 415ms | tok/sec: 631,176 | mfu: 15.3% | epoch: 1 | remaining: 75s    
step 00553 (75.0%) | loss: 3.205199 | lrm: 0.50 | dt: 415ms | tok/sec: 632,179 | mfu: 15.3% | epoch: 1 | remaining: 75s    
step 00554 (75.1%) | loss: 3.202799 | lrm: 0.50 | dt: 416ms | tok/sec: 629,801 | mfu: 15.2% | epoch: 1 | remaining: 74s    
step 00555 (75.3%) | loss: 3.205098 | lrm: 0.49 | dt: 415ms | tok/sec: 631,202 | mfu: 15.3% | epoch: 1 | remaining: 74s    
step 00556 (75.4%) | loss: 3.199567 | lrm: 0.49 | dt: 416ms | tok/sec: 630,096 | mfu: 15.2% | epoch: 1 | remaining: 73s    
step 00557 (75.5%) | loss: 3.201264 | lrm: 0.49 | dt: 415ms | tok/sec: 631,455 | mfu: 15.3% | epoch: 1 | remaining: 73s    
step 00558 (75.7%) | loss: 3.204514 | lrm: 0.49 | dt: 415ms | tok/sec: 630,972 | mfu: 15.2% | epoch: 1 | remaining: 73s    
step 00559 (75.8%) | loss: 3.202249 | lrm: 0.48 | dt: 416ms | tok/sec: 630,269 | mfu: 15.2% | epoch: 1 | remaining: 72s    
step 00560 (76.0%) | loss: 3.198816 | lrm: 0.48 | dt: 415ms | tok/sec: 631,096 | mfu: 15.2% | epoch: 1 | remaining: 72s    
step 00561 (76.1%) | loss: 3.202007 | lrm: 0.48 | dt: 416ms | tok/sec: 630,669 | mfu: 15.2% | epoch: 1 | remaining: 71s    
step 00562 (76.2%) | loss: 3.204264 | lrm: 0.48 | dt: 415ms | tok/sec: 631,217 | mfu: 15.3% | epoch: 1 | remaining: 71s    
step 00563 (76.4%) | loss: 3.208680 | lrm: 0.47 | dt: 415ms | tok/sec: 631,925 | mfu: 15.3% | epoch: 1 | remaining: 70s    
step 00564 (76.5%) | loss: 3.209089 | lrm: 0.47 | dt: 416ms | tok/sec: 630,248 | mfu: 15.2% | epoch: 1 | remaining: 70s    
step 00565 (76.6%) | loss: 3.205016 | lrm: 0.47 | dt: 415ms | tok/sec: 632,276 | mfu: 15.3% | epoch: 1 | remaining: 70s    
step 00566 (76.8%) | loss: 3.207062 | lrm: 0.46 | dt: 415ms | tok/sec: 631,128 | mfu: 15.2% | epoch: 1 | remaining: 69s    
step 00567 (76.9%) | loss: 3.208911 | lrm: 0.46 | dt: 415ms | tok/sec: 631,562 | mfu: 15.3% | epoch: 1 | remaining: 69s    
step 00568 (77.1%) | loss: 3.199985 | lrm: 0.46 | dt: 416ms | tok/sec: 630,647 | mfu: 15.2% | epoch: 1 | remaining: 68s    
step 00569 (77.2%) | loss: 3.200801 | lrm: 0.46 | dt: 416ms | tok/sec: 630,052 | mfu: 15.2% | epoch: 1 | remaining: 68s    
step 00570 (77.3%) | loss: 3.199787 | lrm: 0.45 | dt: 415ms | tok/sec: 631,950 | mfu: 15.3% | epoch: 1 | remaining: 68s    
step 00571 (77.5%) | loss: 3.202763 | lrm: 0.45 | dt: 416ms | tok/sec: 630,715 | mfu: 15.2% | epoch: 1 | remaining: 67s    
step 00572 (77.6%) | loss: 3.202982 | lrm: 0.45 | dt: 415ms | tok/sec: 631,184 | mfu: 15.3% | epoch: 1 | remaining: 67s    
step 00573 (77.8%) | loss: 3.193235 | lrm: 0.44 | dt: 416ms | tok/sec: 630,117 | mfu: 15.2% | epoch: 1 | remaining: 66s    
step 00574 (77.9%) | loss: 3.185025 | lrm: 0.44 | dt: 416ms | tok/sec: 630,776 | mfu: 15.2% | epoch: 1 | remaining: 66s    
step 00575 (78.0%) | loss: 3.182822 | lrm: 0.44 | dt: 415ms | tok/sec: 631,609 | mfu: 15.3% | epoch: 1 | remaining: 65s    
step 00576 (78.2%) | loss: 3.185090 | lrm: 0.44 | dt: 416ms | tok/sec: 630,390 | mfu: 15.2% | epoch: 1 | remaining: 65s    
step 00577 (78.3%) | loss: 3.191905 | lrm: 0.43 | dt: 415ms | tok/sec: 631,919 | mfu: 15.3% | epoch: 1 | remaining: 65s    
step 00578 (78.4%) | loss: 3.183461 | lrm: 0.43 | dt: 417ms | tok/sec: 628,964 | mfu: 15.2% | epoch: 1 | remaining: 64s    
step 00579 (78.6%) | loss: 3.173703 | lrm: 0.43 | dt: 416ms | tok/sec: 630,461 | mfu: 15.2% | epoch: 1 | remaining: 64s    
step 00580 (78.7%) | loss: 3.172295 | lrm: 0.43 | dt: 416ms | tok/sec: 630,656 | mfu: 15.2% | epoch: 1 | remaining: 63s    
step 00581 (78.9%) | loss: 3.181258 | lrm: 0.42 | dt: 417ms | tok/sec: 629,146 | mfu: 15.2% | epoch: 1 | remaining: 63s    
step 00582 (79.0%) | loss: 3.182215 | lrm: 0.42 | dt: 415ms | tok/sec: 632,071 | mfu: 15.3% | epoch: 1 | remaining: 63s    
step 00583 (79.1%) | loss: 3.175020 | lrm: 0.42 | dt: 417ms | tok/sec: 629,374 | mfu: 15.2% | epoch: 1 | remaining: 62s    
step 00584 (79.3%) | loss: 3.172483 | lrm: 0.41 | dt: 416ms | tok/sec: 630,904 | mfu: 15.2% | epoch: 1 | remaining: 62s    
step 00585 (79.4%) | loss: 3.165617 | lrm: 0.41 | dt: 415ms | tok/sec: 631,229 | mfu: 15.3% | epoch: 1 | remaining: 61s    
step 00586 (79.6%) | loss: 3.162675 | lrm: 0.41 | dt: 416ms | tok/sec: 629,867 | mfu: 15.2% | epoch: 1 | remaining: 61s    
step 00587 (79.7%) | loss: 3.158036 | lrm: 0.41 | dt: 415ms | tok/sec: 631,582 | mfu: 15.3% | epoch: 1 | remaining: 61s    
step 00588 (79.8%) | loss: 3.166373 | lrm: 0.40 | dt: 417ms | tok/sec: 629,150 | mfu: 15.2% | epoch: 1 | remaining: 60s    
step 00589 (80.0%) | loss: 3.170803 | lrm: 0.40 | dt: 415ms | tok/sec: 631,379 | mfu: 15.3% | epoch: 1 | remaining: 60s    
step 00590 (80.1%) | loss: 3.172774 | lrm: 0.40 | dt: 415ms | tok/sec: 631,302 | mfu: 15.3% | epoch: 1 | remaining: 59s    
step 00591 (80.2%) | loss: 3.176338 | lrm: 0.40 | dt: 416ms | tok/sec: 630,012 | mfu: 15.2% | epoch: 1 | remaining: 59s    
step 00592 (80.4%) | loss: 3.183027 | lrm: 0.39 | dt: 415ms | tok/sec: 632,059 | mfu: 15.3% | epoch: 1 | remaining: 58s    
step 00593 (80.5%) | loss: 3.178558 | lrm: 0.39 | dt: 416ms | tok/sec: 630,432 | mfu: 15.2% | epoch: 1 | remaining: 58s    
step 00594 (80.7%) | loss: 3.181886 | lrm: 0.39 | dt: 415ms | tok/sec: 631,163 | mfu: 15.2% | epoch: 1 | remaining: 58s    
step 00595 (80.8%) | loss: 3.183548 | lrm: 0.38 | dt: 416ms | tok/sec: 629,885 | mfu: 15.2% | epoch: 1 | remaining: 57s    
step 00596 (80.9%) | loss: 3.174992 | lrm: 0.38 | dt: 415ms | tok/sec: 631,419 | mfu: 15.3% | epoch: 1 | remaining: 57s    
step 00597 (81.1%) | loss: 3.174342 | lrm: 0.38 | dt: 416ms | tok/sec: 630,296 | mfu: 15.2% | epoch: 1 | remaining: 56s    
step 00598 (81.2%) | loss: 3.167716 | lrm: 0.38 | dt: 415ms | tok/sec: 631,394 | mfu: 15.3% | epoch: 1 | remaining: 56s    
step 00599 (81.4%) | loss: 3.162139 | lrm: 0.37 | dt: 415ms | tok/sec: 631,203 | mfu: 15.3% | epoch: 1 | remaining: 56s    
step 00600 (81.5%) | loss: 3.167790 | lrm: 0.37 | dt: 416ms | tok/sec: 630,583 | mfu: 15.2% | epoch: 1 | remaining: 55s    
step 00601 (81.6%) | loss: 3.162360 | lrm: 0.37 | dt: 414ms | tok/sec: 632,713 | mfu: 15.3% | epoch: 1 | remaining: 55s    
step 00602 (81.8%) | loss: 3.160592 | lrm: 0.36 | dt: 417ms | tok/sec: 629,068 | mfu: 15.2% | epoch: 1 | remaining: 54s    
step 00603 (81.9%) | loss: 3.159248 | lrm: 0.36 | dt: 414ms | tok/sec: 632,481 | mfu: 15.3% | epoch: 1 | remaining: 54s    
step 00604 (82.0%) | loss: 3.162329 | lrm: 0.36 | dt: 416ms | tok/sec: 629,934 | mfu: 15.2% | epoch: 1 | remaining: 53s    
step 00605 (82.2%) | loss: 3.167334 | lrm: 0.36 | dt: 415ms | tok/sec: 631,954 | mfu: 15.3% | epoch: 1 | remaining: 53s    
step 00606 (82.3%) | loss: 3.162867 | lrm: 0.35 | dt: 417ms | tok/sec: 629,244 | mfu: 15.2% | epoch: 1 | remaining: 53s    
step 00607 (82.5%) | loss: 3.158982 | lrm: 0.35 | dt: 415ms | tok/sec: 632,133 | mfu: 15.3% | epoch: 1 | remaining: 52s    
step 00608 (82.6%) | loss: 3.156899 | lrm: 0.35 | dt: 416ms | tok/sec: 630,593 | mfu: 15.2% | epoch: 1 | remaining: 52s    
step 00609 (82.7%) | loss: 3.152407 | lrm: 0.35 | dt: 415ms | tok/sec: 631,287 | mfu: 15.3% | epoch: 1 | remaining: 51s    
step 00610 (82.9%) | loss: 3.152136 | lrm: 0.34 | dt: 416ms | tok/sec: 630,174 | mfu: 15.2% | epoch: 1 | remaining: 51s    
step 00611 (83.0%) | loss: 3.151713 | lrm: 0.34 | dt: 416ms | tok/sec: 629,876 | mfu: 15.2% | epoch: 1 | remaining: 51s    
step 00612 (83.2%) | loss: 3.144228 | lrm: 0.34 | dt: 416ms | tok/sec: 630,737 | mfu: 15.2% | epoch: 1 | remaining: 50s    
step 00613 (83.3%) | loss: 3.144811 | lrm: 0.33 | dt: 416ms | tok/sec: 630,024 | mfu: 15.2% | epoch: 1 | remaining: 50s    
step 00614 (83.4%) | loss: 3.141901 | lrm: 0.33 | dt: 415ms | tok/sec: 631,702 | mfu: 15.3% | epoch: 1 | remaining: 49s    
step 00615 (83.6%) | loss: 3.136927 | lrm: 0.33 | dt: 417ms | tok/sec: 628,610 | mfu: 15.2% | epoch: 1 | remaining: 49s    
step 00616 (83.7%) | loss: 3.137902 | lrm: 0.33 | dt: 414ms | tok/sec: 632,435 | mfu: 15.3% | epoch: 1 | remaining: 48s    
step 00617 (83.8%) | loss: 3.136200 | lrm: 0.32 | dt: 415ms | tok/sec: 630,966 | mfu: 15.2% | epoch: 1 | remaining: 48s    
step 00618 (84.0%) | loss: 3.134042 | lrm: 0.32 | dt: 415ms | tok/sec: 630,967 | mfu: 15.2% | epoch: 1 | remaining: 48s    
step 00619 (84.1%) | loss: 3.134098 | lrm: 0.32 | dt: 416ms | tok/sec: 630,604 | mfu: 15.2% | epoch: 1 | remaining: 47s    
step 00620 (84.3%) | loss: 3.135800 | lrm: 0.31 | dt: 416ms | tok/sec: 630,269 | mfu: 15.2% | epoch: 1 | remaining: 47s    
step 00621 (84.4%) | loss: 3.129267 | lrm: 0.31 | dt: 415ms | tok/sec: 631,568 | mfu: 15.3% | epoch: 1 | remaining: 46s    
step 00622 (84.5%) | loss: 3.130852 | lrm: 0.31 | dt: 416ms | tok/sec: 630,549 | mfu: 15.2% | epoch: 1 | remaining: 46s    
step 00623 (84.7%) | loss: 3.130615 | lrm: 0.31 | dt: 416ms | tok/sec: 630,632 | mfu: 15.2% | epoch: 1 | remaining: 46s    
step 00624 (84.8%) | loss: 3.128341 | lrm: 0.30 | dt: 416ms | tok/sec: 630,234 | mfu: 15.2% | epoch: 1 | remaining: 45s    
step 00625 (85.0%) | loss: 3.128051 | lrm: 0.30 | dt: 416ms | tok/sec: 629,917 | mfu: 15.2% | epoch: 1 | remaining: 45s    
step 00626 (85.1%) | loss: 3.125756 | lrm: 0.30 | dt: 415ms | tok/sec: 631,685 | mfu: 15.3% | epoch: 1 | remaining: 44s    
step 00627 (85.2%) | loss: 3.117222 | lrm: 0.30 | dt: 416ms | tok/sec: 629,906 | mfu: 15.2% | epoch: 1 | remaining: 44s    
step 00628 (85.4%) | loss: 3.113801 | lrm: 0.29 | dt: 416ms | tok/sec: 630,701 | mfu: 15.2% | epoch: 1 | remaining: 43s    
step 00629 (85.5%) | loss: 3.112818 | lrm: 0.29 | dt: 416ms | tok/sec: 630,592 | mfu: 15.2% | epoch: 1 | remaining: 43s    
step 00630 (85.7%) | loss: 3.110407 | lrm: 0.29 | dt: 416ms | tok/sec: 630,116 | mfu: 15.2% | epoch: 1 | remaining: 43s    
step 00631 (85.8%) | loss: 3.115331 | lrm: 0.28 | dt: 415ms | tok/sec: 632,060 | mfu: 15.3% | epoch: 1 | remaining: 42s    
step 00632 (85.9%) | loss: 3.117617 | lrm: 0.28 | dt: 417ms | tok/sec: 628,950 | mfu: 15.2% | epoch: 1 | remaining: 42s    
step 00633 (86.1%) | loss: 3.116675 | lrm: 0.28 | dt: 415ms | tok/sec: 631,231 | mfu: 15.3% | epoch: 1 | remaining: 41s    
step 00634 (86.2%) | loss: 3.115439 | lrm: 0.28 | dt: 416ms | tok/sec: 630,471 | mfu: 15.2% | epoch: 1 | remaining: 41s    
step 00635 (86.3%) | loss: 3.107980 | lrm: 0.27 | dt: 416ms | tok/sec: 630,513 | mfu: 15.2% | epoch: 1 | remaining: 41s    
step 00636 (86.5%) | loss: 3.106420 | lrm: 0.27 | dt: 415ms | tok/sec: 631,609 | mfu: 15.3% | epoch: 1 | remaining: 40s    
step 00637 (86.6%) | loss: 3.107439 | lrm: 0.27 | dt: 416ms | tok/sec: 630,124 | mfu: 15.2% | epoch: 1 | remaining: 40s    
step 00638 (86.8%) | loss: 3.113107 | lrm: 0.26 | dt: 415ms | tok/sec: 631,223 | mfu: 15.3% | epoch: 1 | remaining: 39s    
step 00639 (86.9%) | loss: 3.111731 | lrm: 0.26 | dt: 416ms | tok/sec: 629,863 | mfu: 15.2% | epoch: 1 | remaining: 39s    
step 00640 (87.0%) | loss: 3.101279 | lrm: 0.26 | dt: 415ms | tok/sec: 631,219 | mfu: 15.3% | epoch: 1 | remaining: 38s    
step 00641 (87.2%) | loss: 3.111746 | lrm: 0.26 | dt: 415ms | tok/sec: 631,785 | mfu: 15.3% | epoch: 1 | remaining: 38s    
step 00642 (87.3%) | loss: 3.115660 | lrm: 0.25 | dt: 416ms | tok/sec: 630,275 | mfu: 15.2% | epoch: 1 | remaining: 38s    
step 00643 (87.5%) | loss: 3.112349 | lrm: 0.25 | dt: 415ms | tok/sec: 631,592 | mfu: 15.3% | epoch: 1 | remaining: 37s    
step 00644 (87.6%) | loss: 3.109795 | lrm: 0.25 | dt: 417ms | tok/sec: 629,150 | mfu: 15.2% | epoch: 1 | remaining: 37s    
step 00645 (87.7%) | loss: 3.104001 | lrm: 0.25 | dt: 416ms | tok/sec: 630,036 | mfu: 15.2% | epoch: 1 | remaining: 36s    
step 00646 (87.9%) | loss: 3.100510 | lrm: 0.24 | dt: 415ms | tok/sec: 631,556 | mfu: 15.3% | epoch: 1 | remaining: 36s    
step 00647 (88.0%) | loss: 3.101772 | lrm: 0.24 | dt: 417ms | tok/sec: 628,579 | mfu: 15.2% | epoch: 1 | remaining: 36s    
step 00648 (88.1%) | loss: 3.104960 | lrm: 0.24 | dt: 415ms | tok/sec: 632,325 | mfu: 15.3% | epoch: 1 | remaining: 35s    
step 00649 (88.3%) | loss: 3.106047 | lrm: 0.23 | dt: 416ms | tok/sec: 630,193 | mfu: 15.2% | epoch: 1 | remaining: 35s    
step 00650 (88.4%) | loss: 3.110893 | lrm: 0.23 | dt: 415ms | tok/sec: 631,283 | mfu: 15.3% | epoch: 1 | remaining: 34s    
step 00651 (88.6%) | loss: 3.102042 | lrm: 0.23 | dt: 415ms | tok/sec: 631,430 | mfu: 15.3% | epoch: 1 | remaining: 34s    
step 00652 (88.7%) | loss: 3.100446 | lrm: 0.23 | dt: 416ms | tok/sec: 629,709 | mfu: 15.2% | epoch: 1 | remaining: 33s    
step 00653 (88.8%) | loss: 3.100364 | lrm: 0.22 | dt: 415ms | tok/sec: 631,116 | mfu: 15.2% | epoch: 1 | remaining: 33s    
step 00654 (89.0%) | loss: 3.110010 | lrm: 0.22 | dt: 415ms | tok/sec: 631,551 | mfu: 15.3% | epoch: 1 | remaining: 33s    
step 00655 (89.1%) | loss: 3.101658 | lrm: 0.22 | dt: 416ms | tok/sec: 630,053 | mfu: 15.2% | epoch: 1 | remaining: 32s    
step 00656 (89.3%) | loss: 3.101408 | lrm: 0.21 | dt: 415ms | tok/sec: 631,469 | mfu: 15.3% | epoch: 1 | remaining: 32s    
step 00657 (89.4%) | loss: 3.101717 | lrm: 0.21 | dt: 416ms | tok/sec: 630,107 | mfu: 15.2% | epoch: 1 | remaining: 31s    
step 00658 (89.5%) | loss: 3.108697 | lrm: 0.21 | dt: 415ms | tok/sec: 631,991 | mfu: 15.3% | epoch: 1 | remaining: 31s    
step 00659 (89.7%) | loss: 3.105034 | lrm: 0.21 | dt: 416ms | tok/sec: 630,344 | mfu: 15.2% | epoch: 1 | remaining: 31s    
step 00660 (89.8%) | loss: 3.098437 | lrm: 0.20 | dt: 415ms | tok/sec: 631,276 | mfu: 15.3% | epoch: 1 | remaining: 30s    
step 00661 (89.9%) | loss: 3.100210 | lrm: 0.20 | dt: 415ms | tok/sec: 631,661 | mfu: 15.3% | epoch: 1 | remaining: 30s    
step 00662 (90.1%) | loss: 3.102086 | lrm: 0.20 | dt: 417ms | tok/sec: 629,121 | mfu: 15.2% | epoch: 1 | remaining: 29s    
step 00663 (90.2%) | loss: 3.100776 | lrm: 0.20 | dt: 415ms | tok/sec: 631,368 | mfu: 15.3% | epoch: 1 | remaining: 29s    
step 00664 (90.4%) | loss: 3.095966 | lrm: 0.19 | dt: 415ms | tok/sec: 630,947 | mfu: 15.2% | epoch: 1 | remaining: 29s    
step 00665 (90.5%) | loss: 3.095955 | lrm: 0.19 | dt: 416ms | tok/sec: 630,868 | mfu: 15.2% | epoch: 1 | remaining: 28s    
step 00666 (90.6%) | loss: 3.091651 | lrm: 0.19 | dt: 415ms | tok/sec: 631,194 | mfu: 15.3% | epoch: 1 | remaining: 28s    
step 00667 (90.8%) | loss: 3.092509 | lrm: 0.18 | dt: 416ms | tok/sec: 629,931 | mfu: 15.2% | epoch: 1 | remaining: 27s    
step 00668 (90.9%) | loss: 3.089356 | lrm: 0.18 | dt: 415ms | tok/sec: 632,006 | mfu: 15.3% | epoch: 1 | remaining: 27s    
step 00669 (91.1%) | loss: 3.093532 | lrm: 0.18 | dt: 417ms | tok/sec: 629,029 | mfu: 15.2% | epoch: 1 | remaining: 26s    
step 00670 (91.2%) | loss: 3.091547 | lrm: 0.18 | dt: 416ms | tok/sec: 630,749 | mfu: 15.2% | epoch: 1 | remaining: 26s    
step 00671 (91.3%) | loss: 3.089293 | lrm: 0.17 | dt: 415ms | tok/sec: 631,740 | mfu: 15.3% | epoch: 1 | remaining: 26s    
step 00672 (91.5%) | loss: 3.093912 | lrm: 0.17 | dt: 416ms | tok/sec: 630,089 | mfu: 15.2% | epoch: 1 | remaining: 25s    
step 00673 (91.6%) | loss: 3.097891 | lrm: 0.17 | dt: 416ms | tok/sec: 630,872 | mfu: 15.2% | epoch: 1 | remaining: 25s    
step 00674 (91.7%) | loss: 3.094813 | lrm: 0.17 | dt: 417ms | tok/sec: 629,307 | mfu: 15.2% | epoch: 1 | remaining: 24s    
step 00675 (91.9%) | loss: 3.093609 | lrm: 0.16 | dt: 416ms | tok/sec: 630,760 | mfu: 15.2% | epoch: 1 | remaining: 24s    
step 00676 (92.0%) | loss: 3.089680 | lrm: 0.16 | dt: 415ms | tok/sec: 631,122 | mfu: 15.2% | epoch: 1 | remaining: 24s    
step 00677 (92.2%) | loss: 3.090816 | lrm: 0.16 | dt: 416ms | tok/sec: 629,691 | mfu: 15.2% | epoch: 1 | remaining: 23s    
step 00678 (92.3%) | loss: 3.089905 | lrm: 0.15 | dt: 416ms | tok/sec: 630,439 | mfu: 15.2% | epoch: 1 | remaining: 23s    
step 00679 (92.4%) | loss: 3.082029 | lrm: 0.15 | dt: 416ms | tok/sec: 630,262 | mfu: 15.2% | epoch: 1 | remaining: 22s    
step 00680 (92.6%) | loss: 3.089535 | lrm: 0.15 | dt: 416ms | tok/sec: 629,680 | mfu: 15.2% | epoch: 1 | remaining: 22s    
step 00681 (92.7%) | loss: 3.092120 | lrm: 0.15 | dt: 415ms | tok/sec: 631,064 | mfu: 15.2% | epoch: 1 | remaining: 21s    
step 00682 (92.9%) | loss: 3.094883 | lrm: 0.14 | dt: 416ms | tok/sec: 629,843 | mfu: 15.2% | epoch: 1 | remaining: 21s    
step 00683 (93.0%) | loss: 3.094961 | lrm: 0.14 | dt: 415ms | tok/sec: 631,482 | mfu: 15.3% | epoch: 1 | remaining: 21s    
step 00684 (93.1%) | loss: 3.088630 | lrm: 0.14 | dt: 416ms | tok/sec: 629,817 | mfu: 15.2% | epoch: 1 | remaining: 20s    
